"canonical_card_id","card_name","card_number","previous_unresolved_reason","resolved_reading","reading_completeness","status","source_type","source_url_1","source_url_2","source_url_3","source_url_4","evidence_note","final_card_name","final_status","final_resolved_reading","final_source_type","final_source_url_1","final_decision_note"
"43729","大地 ワタン-2","DM26RP3 73/77","DMWiki見出しがDB正式名と不一致","だいち ワタン-ツー","full","confirmed_dmwiki","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8A%E5%A4%A7%E5%9C%B0%20%E3%83%AF%E3%82%BF%E3%83%B3-2%E3%80%8B","","","","大地(だいち)、2(ツー)の明示ルビ。 見出しからルビ注釈を除いた形でもDB正式名との表記差を照合済み。","大地 ワタン-2","confirmed_dmwiki","だいち ワタン-ツー","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8A%E5%A4%A7%E5%9C%B0%20%E3%83%AF%E3%82%BF%E3%83%B3-2%E3%80%8B","B調査の確定読みを最終候補として採用。原典URLと根拠は既存列を保持。"
"43733","妖精 キユリ-2","DM26RP3 50/77","DMWiki見出しがDB正式名と不一致","ようせい キユリ-ツー","full","confirmed_dmwiki","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8A%E5%A6%96%E7%B2%BE%20%E3%82%AD%E3%83%A6%E3%83%AA-2%E3%80%8B","","","","妖精(ようせい)、2(ツー)の明示ルビ。 見出しからルビ注釈を除いた形でもDB正式名との表記差を照合済み。","妖精 キユリ-2","confirmed_dmwiki","ようせい キユリ-ツー","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8A%E5%A6%96%E7%B2%BE%20%E3%82%AD%E3%83%A6%E3%83%AA-2%E3%80%8B","B調査の確定読みを最終候補として採用。原典URLと根拠は既存列を保持。"
"43740","爆衆 ランブル-2","DM26RP3 43/77","DMWiki見出しがDB正式名と不一致","ばくしゅう ランブル-ツー","full","confirmed_dmwiki","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8A%E7%88%86%E8%A1%86%20%E3%83%A9%E3%83%B3%E3%83%96%E3%83%AB-2%E3%80%8B","","","","爆衆(ばくしゅう)、2(ツー)の明示ルビ。 見出しからルビ注釈を除いた形でもDB正式名との表記差を照合済み。","爆衆 ランブル-2","confirmed_dmwiki","ばくしゅう ランブル-ツー","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8A%E7%88%86%E8%A1%86%20%E3%83%A9%E3%83%B3%E3%83%96%E3%83%AB-2%E3%80%8B","B調査の確定読みを最終候補として採用。原典URLと根拠は既存列を保持。"
"43747","翔天 スケプ-3","DM26RP3 49/77","DMWiki見出しがDB正式名と不一致","しょうてん スケプ-スリー","full","confirmed_dmwiki","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8A%E7%BF%94%E5%A4%A9%20%E3%82%B9%E3%82%B1%E3%83%97-3%E3%80%8B","","","","翔天(しょうてん)、3(スリー)の明示ルビ。 見出しからルビ注釈を除いた形でもDB正式名との表記差を照合済み。","翔天 スケプ-3","confirmed_dmwiki","しょうてん スケプ-スリー","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8A%E7%BF%94%E5%A4%A9%20%E3%82%B9%E3%82%B1%E3%83%97-3%E3%80%8B","B調査の確定読みを最終候補として採用。原典URLと根拠は既存列を保持。"
"43748","裏魔導書グリモア-Ⅰ章","DM26RP3 15/77 | DM26RP3 ㊙16/㊙24","DMWiki見出しがDB正式名と不一致","うらまどうしょグリモア-マイナスいっしょう","full_unconfirmed","probable","dmwiki_sandbox_plus_multiple_shop_candidate","https://m.dmwiki.net/%E7%A0%82%E5%A0%B4%2B%28Sand%2BBox%29","https://dm.takaratomy.co.jp/card/detail/?id=dm26rp3-015","https://shopping.fullcomp.jp/products/pdqhj64mqg1w","https://www.cardrush-dm.jp/phone/product/58103","DMWiki砂場に明示ルビの案。別運営のフルコンプ検索語は「うらまどうしょぐりもあまいなすいっしょう」、CardRush別名は「ウラマドウショグリモア-Iショウ」。複数非公式ソースと砂場記載が一致する高確度候補だが、公式読みではないためprobable、DB投入不可。","裏魔導書グリモア-Ⅰ章","probable","","dmwiki_sandbox_plus_multiple_shop_candidate","https://m.dmwiki.net/%E7%A0%82%E5%A0%B4%2B%28Sand%2BBox%29","非公式情報のみの候補として保留。今回のmigrationには投入しない。"
"43750","輝晶 エヴァ-3","DM26RP3 22/77","DMWiki見出しがDB正式名と不一致","きしょう エヴァ-スリー","full","confirmed_dmwiki","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8A%E8%BC%9D%E6%99%B6%20%E3%82%A8%E3%83%B4%E3%82%A1-3%E3%80%8B","","","","輝晶(きしょう)、3(スリー)の明示ルビ。 見出しからルビ注釈を除いた形でもDB正式名との表記差を照合済み。","輝晶 エヴァ-3","confirmed_dmwiki","きしょう エヴァ-スリー","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8A%E8%BC%9D%E6%99%B6%20%E3%82%A8%E3%83%B4%E3%82%A1-3%E3%80%8B","B調査の確定読みを最終候補として採用。原典URLと根拠は既存列を保持。"
"43751","邪鬼 コオニ-4","DM26RP3 51/77","DMWiki見出しがDB正式名と不一致","じゃき コオニ-フォー","full","confirmed_dmwiki","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8A%E9%82%AA%E9%AC%BC%20%E3%82%B3%E3%82%AA%E3%83%8B-4%E3%80%8B","","","","邪鬼(じゃき)、4(フォー)の明示ルビ。記事でコオニと-4間に空白。 見出しからルビ注釈を除いた形でもDB正式名との表記差を照合済み。","邪鬼 コオニ-4","confirmed_dmwiki","じゃき コオニ-フォー","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8A%E9%82%AA%E9%AC%BC%20%E3%82%B3%E3%82%AA%E3%83%8B-4%E3%80%8B","B調査の確定読みを最終候補として採用。原典URLと根拠は既存列を保持。"
"43753","鉄初逆夢 ザ・ウィニー / ジョリー・ザ・スパーク","DM26RP3 28/77","DMWiki見出しがDB正式名と不一致","ザ・ウィニー／ジョリー・ザ・スパーク","partial","unresolved","official_name_dmwiki_heading_conflict","https://dm.takaratomy.co.jp/card/detail/?id=dm26rp3-028","https://www.m.dmwiki.net/%E3%80%8A%E9%8A%83%E5%88%9D%E9%80%86%E5%A4%A2%2B%E3%82%B6%E3%83%BB%E3%82%A6%E3%82%A3%E3%83%8B%E3%83%BC%EF%BC%8F%E3%82%B8%E3%83%A7%E3%83%AA%E3%83%BC%E3%83%BB%E3%82%B6%E3%83%BB%E3%82%B9%E3%83%91%E3%83%BC%E3%82%AF%E3%80%8B","","","公式print/DBは鉄初逆夢。DMWikiの別カード見出しは銃初逆夢(じゅうしょさかむ)で漢字相違。鉄初の読みを転用できず上下名のかな部分のみ。公式がDB表記を確認するためpossible_db_name_issueにはしない。","銃初逆夢 ザ・ウィニー / ジョリー・ザ・スパーク","confirmed_official","じゅうしょさかむ ザ・ウィニー／ジョリー・ザ・スパーク","official_card_image_and_dmwiki","https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm26rp3-028a.jpg","公式の対象print画像(DM26RP3 28/77)上の銃初逆夢とルビを確認し、DMWikiのページ名・読みとも一致。公式詳細ページのテキスト見出しだけは鉄初逆夢のままで、表示上の食い違いを記録。canonical名を訂正する。"
"43754","銃宮逆夢 ザ・ネオニー / ジョリー・ザ・ブレイン","DM26RP3 32/77","DMWiki見出しがDB正式名と不一致","じゅうきゅうさかむ ザ・ネオニー／ジョリー・ザ・ブレイン","full_unconfirmed","probable","two_independent_card_shops","https://www.cardrush-dm.jp/phone/product/58120","https://www.ka-nabell.com/?act=sell_detail&genre=7&id=100415057","https://dm.takaratomy.co.jp/card/detail/?id=dm26rp3-032","","CardRush商品別名とカーナベル商品見出しがジュウキュウサカム/じゅうきゅうさかむで一致。両方非公式なのでprobable、DB投入不可。","銃宮逆夢 ザ・ネオニー / ジョリー・ザ・ブレイン","probable","","two_independent_card_shops","https://www.cardrush-dm.jp/phone/product/58120","非公式情報のみの候補として保留。今回のmigrationには投入しない。"
"43758","闇影 ヘモグロ-2","DM26RP3 39/77","DMWiki見出しがDB正式名と不一致","あんえい ヘモグロ-ツー","full","confirmed_dmwiki","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8A%E9%97%87%E5%BD%B1%20%E3%83%98%E3%83%A2%E3%82%B0%E3%83%AD-2%E3%80%8B","","","","闇影(あんえい)、2(ツー)の明示ルビ。 見出しからルビ注釈を除いた形でもDB正式名との表記差を照合済み。","闇影 ヘモグロ-2","confirmed_dmwiki","あんえい ヘモグロ-ツー","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8A%E9%97%87%E5%BD%B1%20%E3%83%98%E3%83%A2%E3%82%B0%E3%83%AD-2%E3%80%8B","B調査の確定読みを最終候補として採用。原典URLと根拠は既存列を保持。"
"43761","魔具 ヴァイポイズ-4","DM26RP3 25/77 | DM26RP3 ㊙18/㊙24","DMWiki見出しがDB正式名と不一致","まぐ ヴァイポイズ-フォー","full","confirmed_dmwiki","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8A%E9%AD%94%E5%85%B7%20%E3%83%B4%E3%82%A1%E3%82%A4%E3%83%9D%E3%82%A4%E3%82%BA-4%E3%80%8B","","","","魔具(まぐ)、4(フォー)の明示ルビ。 見出しからルビ注釈を除いた形でもDB正式名との表記差を照合済み。","魔具 ヴァイポイズ-4","confirmed_dmwiki","まぐ ヴァイポイズ-フォー","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8A%E9%AD%94%E5%85%B7%20%E3%83%B4%E3%82%A1%E3%82%A4%E3%83%9D%E3%82%A4%E3%82%BA-4%E3%80%8B","B調査の確定読みを最終候補として採用。原典URLと根拠は既存列を保持。"
"43866","“↑↑”ブランド","DM26RP3 S5/S11 | DM26RP3 ㊙6/㊙24","DMWiki見出しがDB正式名と不一致","アゲアゲ ブランド","full","confirmed_dmwiki","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8A%E2%80%9C%E2%86%91%E2%86%91%E2%80%9D%E3%83%96%E3%83%A9%E3%83%B3%E3%83%89%E3%80%8B","","","","↑↑(アゲアゲ)の明示ルビ。 見出しからルビ注釈を除いた形でもDB正式名との表記差を照合済み。","“↑↑”ブランド","confirmed_dmwiki","アゲアゲ ブランド","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8A%E2%80%9C%E2%86%91%E2%86%91%E2%80%9D%E3%83%96%E3%83%A9%E3%83%B3%E3%83%89%E3%80%8B","B調査の確定読みを最終候補として採用。原典URLと根拠は既存列を保持。"
"43867","×マドギワ親父","DM26RP3 38/77","DMWiki見出しがDB正式名と不一致","バッテンマドギワおやじ","full","confirmed_dmwiki","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8A%C3%97%E3%83%9E%E3%83%89%E3%82%AE%E3%83%AF%E8%A6%AA%E7%88%B6%E3%80%8B","","","","×(バッテン)、親父(おやじ)の明示ルビ。 見出しからルビ注釈を除いた形でもDB正式名との表記差を照合済み。","×マドギワ親父","confirmed_dmwiki","バッテンマドギワおやじ","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8A%C3%97%E3%83%9E%E3%83%89%E3%82%AE%E3%83%AF%E8%A6%AA%E7%88%B6%E3%80%8B","B調査の確定読みを最終候補として採用。原典URLと根拠は既存列を保持。"
"43869","SMANAGER","DM26RP3 67/77","DMWiki見出しがDB正式名と不一致","スマネージャー","full","confirmed_dmwiki","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8ASMANAGER%E3%80%8B","","","","SMANAGER(スマネージャー)の明示ルビ。 見出しからルビ注釈を除いた形でもDB正式名との表記差を照合済み。","SMANAGER","confirmed_dmwiki","スマネージャー","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8ASMANAGER%E3%80%8B","B調査の確定読みを最終候補として採用。原典URLと根拠は既存列を保持。"
"43870","The 淡口ラー漢 極","DM26RP3 34/77","DMWiki見出しがDB正式名と不一致","ザ うすくちラーメン きわみ","full","confirmed_dmwiki","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8AThe%20%E6%B7%A1%E5%8F%A3%E3%83%A9%E3%83%BC%E6%BC%A2%20%E6%A5%B5%E3%80%8B","","","","The(ザ)、淡口(うすくち)、ラー漢(めん)、極(きわみ)の明示ルビ。 見出しからルビ注釈を除いた形でもDB正式名との表記差を照合済み。","The 淡口ラー漢 極","confirmed_dmwiki","ザ うすくちラーメン きわみ","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8AThe%20%E6%B7%A1%E5%8F%A3%E3%83%A9%E3%83%BC%E6%BC%A2%20%E6%A5%B5%E3%80%8B","B調査の確定読みを最終候補として採用。原典URLと根拠は既存列を保持。"
"43872","キング・ザ・ベスト","DM26RP3 18/77","DMWikiページにルビなし","キング・ザ・ベスト","full","confirmed_official","official_card_name_written_in_kana","https://dm.takaratomy.co.jp/card/detail/?id=dm26rp3-018","https://dmwiki.net/%E3%80%8A%E3%82%AD%E3%83%B3%E3%82%B0%E3%83%BB%E3%82%B6%E3%83%BB%E3%83%99%E3%82%B9%E3%83%88%E3%80%8B","","","公式カード詳細で対象印刷名を確認。カード名全体がかな書きなので表記どおりを読みとして記録。DMWikiに明示ルビなし。","キング・ザ・ベスト","confirmed_official","キング・ザ・ベスト","official_card_name_written_in_kana","https://dm.takaratomy.co.jp/card/detail/?id=dm26rp3-018","B調査の確定読みを最終候補として採用。原典URLと根拠は既存列を保持。"
"43873","ツーキンカイソッQ","DM26RP3 64/77","DMWiki見出しがDB正式名と不一致","ツーキンカイソッキュー","full","confirmed_dmwiki","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8A%E3%83%84%E3%83%BC%E3%82%AD%E3%83%B3%E3%82%AB%E3%82%A4%E3%82%BD%E3%83%83Q%E3%80%8B","","","","Q(キュー)の明示ルビ。 見出しからルビ注釈を除いた形でもDB正式名との表記差を照合済み。","ツーキンカイソッQ","confirmed_dmwiki","ツーキンカイソッキュー","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8A%E3%83%84%E3%83%BC%E3%82%AD%E3%83%B3%E3%82%AB%E3%82%A4%E3%82%BD%E3%83%83Q%E3%80%8B","B調査の確定読みを最終候補として採用。原典URLと根拠は既存列を保持。"
"43874","どうだいジンセー","DM26RP3 70/77 | DM26RP3 ㊙24/㊙24","DMWikiページにルビなし","どうだいジンセー","full","confirmed_official","official_card_name_written_in_kana","https://dm.takaratomy.co.jp/card/detail/?id=dm26rp3-070","https://dmwiki.net/%E3%80%8A%E3%81%A9%E3%81%86%E3%81%A0%E3%81%84%E3%82%B8%E3%83%B3%E3%82%BB%E3%83%BC%E3%80%8B","","","公式カード詳細で対象印刷名を確認。カード名全体がかな書きなので表記どおりを読みとして記録。DMWikiに明示ルビなし。","どうだいジンセー","confirmed_official","どうだいジンセー","official_card_name_written_in_kana","https://dm.takaratomy.co.jp/card/detail/?id=dm26rp3-070","B調査の確定読みを最終候補として採用。原典URLと根拠は既存列を保持。"
"43875","バイナラベーター","DM26RP3 62/77","DMWikiページにルビなし","バイナラベーター","full","confirmed_official","official_card_name_written_in_kana","https://dm.takaratomy.co.jp/card/detail/?id=dm26rp3-062","https://dmwiki.net/%E3%80%8A%E3%83%90%E3%82%A4%E3%83%8A%E3%83%A9%E3%83%99%E3%83%BC%E3%82%BF%E3%83%BC%E3%80%8B","","","公式カード詳細で対象印刷名を確認。カード名全体がかな書きなので表記どおりを読みとして記録。DMWikiに明示ルビなし。","バイナラベーター","confirmed_official","バイナラベーター","official_card_name_written_in_kana","https://dm.takaratomy.co.jp/card/detail/?id=dm26rp3-062","B調査の確定読みを最終候補として採用。原典URLと根拠は既存列を保持。"
"43876","ビーチボーイズ・Ⅱ・メン","DM26RP3 60/77","DMWiki見出しがDB正式名と不一致","ビーチボーイズ・トゥ・メン","full","confirmed_dmwiki","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8A%E3%83%93%E3%83%BC%E3%83%81%E3%83%9C%E3%83%BC%E3%82%A4%E3%82%BA%E3%83%BBII%E3%83%BB%E3%83%A1%E3%83%B3%E3%80%8B","","","","DMWikiはLatin II(トゥ)、DBはローマ数字Ⅱ(U+2161)。Unicode表記差。 見出しからルビ注釈を除いた形でもDB正式名との表記差を照合済み。","ビーチボーイズ・Ⅱ・メン","confirmed_dmwiki","ビーチボーイズ・トゥ・メン","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8A%E3%83%93%E3%83%BC%E3%83%81%E3%83%9C%E3%83%BC%E3%82%A4%E3%82%BA%E3%83%BBII%E3%83%BB%E3%83%A1%E3%83%B3%E3%80%8B","B調査の確定読みを最終候補として採用。原典URLと根拠は既存列を保持。"
"43878","爆衆 マキシ-2","DM26RP3 44/77","DMWiki見出しがDB正式名と不一致","ばくしゅう マキシ-ツー","full","confirmed_dmwiki","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8A%E7%88%86%E8%A1%86%20%E3%83%9E%E3%82%AD%E3%82%B7-2%E3%80%8B","","","","爆衆(ばくしゅう)、2(ツー)の明示ルビ。 見出しからルビ注釈を除いた形でもDB正式名との表記差を照合済み。","爆衆 マキシ-2","confirmed_dmwiki","ばくしゅう マキシ-ツー","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8A%E7%88%86%E8%A1%86%20%E3%83%9E%E3%82%AD%E3%82%B7-2%E3%80%8B","B調査の確定読みを最終候補として採用。原典URLと根拠は既存列を保持。"
"43882","輝晶 シンプ-2","DM26RP3 29/77","DMWiki見出しがDB正式名と不一致","きしょう シンプ-ツー","full","confirmed_dmwiki","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8A%E8%BC%9D%E6%99%B6%20%E3%82%B7%E3%83%B3%E3%83%97-2%E3%80%8B","","","","輝晶(きしょう)、2(ツー)の明示ルビ。 見出しからルビ注釈を除いた形でもDB正式名との表記差を照合済み。","輝晶 シンプ-2","confirmed_dmwiki","きしょう シンプ-ツー","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8A%E8%BC%9D%E6%99%B6%20%E3%82%B7%E3%83%B3%E3%83%97-2%E3%80%8B","B調査の確定読みを最終候補として採用。原典URLと根拠は既存列を保持。"
"43883","輝晶 マルハヴ-2","DM26RP3 31/77","DMWiki見出しがDB正式名と不一致","きしょう マルハヴ-ツー","full","confirmed_dmwiki","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8A%E8%BC%9D%E6%99%B6%20%E3%83%9E%E3%83%AB%E3%83%8F%E3%83%B4-2%E3%80%8B","","","","輝晶(きしょう)、2(ツー)の明示ルビ。 見出しからルビ注釈を除いた形でもDB正式名との表記差を照合済み。","輝晶 マルハヴ-2","confirmed_dmwiki","きしょう マルハヴ-ツー","dmwiki_explicit_ruby","https://dmwiki.net/%E3%80%8A%E8%BC%9D%E6%99%B6%20%E3%83%9E%E3%83%AB%E3%83%8F%E3%83%B4-2%E3%80%8B","B調査の確定読みを最終候補として採用。原典URLと根拠は既存列を保持。"
